Index,Title,Authors,Affiliation,Status,Link
1,3D Object Proposals for Accurate Object Class Detection,"Xiaozhi Chen, Kaustav Kundu, Yukun Zhu, Andrew G Berneshawi, Huimin Ma, Sanja Fidler, Raquel Urtasun",Tsinghua University; University of Toronto,Poster,https://nips.cc/virtual/2015/poster/5492
2,A Bayesian Framework for Modeling Confidence in Perceptual Decision Making,"Koosha Khalvati, Rajesh P. Rao",University of Washington,Poster,https://nips.cc/virtual/2015/poster/5671
3,A class of network models recoverable by spectral clustering,"Yali Wan, Marina Meila",University of Washington,Poster,https://nips.cc/virtual/2015/poster/5745
4,A Complete Recipe for Stochastic Gradient MCMC,"Yi-An Ma, Tianqi Chen, Emily B. Fox",University of Washington,Poster,https://nips.cc/virtual/2015/poster/5714
5,A Convergent Gradient Descent Algorithm for Rank Minimization and Semidefinite Programming from Random Linear Measurements,"Qinqing Zheng, John Lafferty",University of Chicago,Poster,https://nips.cc/virtual/2015/poster/5465
6,A Dual Augmented Block Minimization Framework for Learning with Limited Memory,"Ian En-Hsu Yen, Shan-Wei Lin, Shou-De Lin",University of Texas at Austin; National Taiwan University,Poster,https://nips.cc/virtual/2015/poster/5773
7,"A fast, universal algorithm to learn parametric nonlinear embeddings","Miguel A. Carreira-Perpinan, Max Vladymyrov","University of California, Merced; Yahoo",Poster,https://nips.cc/virtual/2015/poster/5475
8,A Framework for Individualizing Predictions of Disease Trajectories by Exploiting Multi-Resolution Structure,"Peter Schulam, Suchi Saria",Johns Hopkins University,Poster,https://nips.cc/virtual/2015/poster/5521
9,A Gaussian Process Model of Quasar Spectral Energy Distributions,"Andrew Miller, Albert Wu, Jeff Regier, Jon McAuliffe, Dustin Lang, Mr. Prabhat, David Schlegel, Ryan P. Adams","Harvard University; University of California, Berkeley; Carnegie Mellon University; Lawrence Berkeley National Laboratory",Poster,https://nips.cc/virtual/2015/poster/5679
10,A Generalization of Submodular Cover via the Diminishing Return Property on the Integer Lattice,"Tasuku Soma, Yuichi Yoshida","University of Tokyo; National Institute of Informatics; Preferred Infrastructure, Inc.",Poster,https://nips.cc/virtual/2015/poster/5530
11,A hybrid sampler for Poisson-Kingman mixture models,"Maria Lomeli, Stefano Favaro, Yee Whye Teh",University College London; University of Torino; University of Oxford,Poster,https://nips.cc/virtual/2015/poster/5646
12,A Market Framework for Eliciting Private Data,"Bo Waggoner, Rafael Frongillo, Jacob D. Abernethy",Harvard University; University of Colorado; University of Michigan,Poster,https://nips.cc/virtual/2015/poster/5765
13,A Nonconvex Optimization Framework for Low Rank Matrix Estimation,"Tuo Zhao, Zhaoran Wang, Han Liu",Johns Hopkins University; Princeton University,Poster,https://nips.cc/virtual/2015/poster/5505
14,A Normative Theory of Adaptive Dimensionality Reduction in Neural Networks,"Cengiz Pehlevan, Dmitri Chklovskii",Simons Foundation,Poster,https://nips.cc/virtual/2015/poster/5658
15,A Pseudo-Euclidean Iteration for Optimal Recovery in Noisy ICA,"James R Voss, Mikhail Belkin, Luis Rademacher",Ohio State University,Poster,https://nips.cc/virtual/2015/poster/5710
16,A Recurrent Latent Variable Model for Sequential Data,"Junyoung Chung, Kyle Kastner, Laurent Dinh, Kratarth Goel, Aaron C. Courville, Yoshua Bengio",Université de Montréal; CIFAR,Poster,https://nips.cc/virtual/2015/poster/5720
17,A Reduced-Dimension fMRI Shared Response Model,"Po-Hsuan (Cameron) Chen, Janice Chen, Yaara Yeshurun, Uri Hasson, James Haxby, Peter J. Ramadge",,Oral,https://nips.cc/virtual/2015/poster/5871
18,A Structural Smoothing Framework For Robust Graph Comparison,"Pinar Yanardag, S.V.N. Vishwanathan",Purdue University; University of California,Poster,https://nips.cc/virtual/2015/poster/5644
19,A Theory of Decision Making Under Dynamic Context,"Michael Shvartsman, Vaibhav Srivastava, Jonathan D. Cohen",Princeton University,Poster,https://nips.cc/virtual/2015/poster/5678
20,A Tractable Approximation to Optimal Point Process Filtering: Application to Neural Encoding,"Yuval Harel, Ron Meir, Manfred Opper",Technion – Israel Institute of Technology; Technical University Berlin,Spotlight,https://nips.cc/virtual/2015/poster/5874
21,A Universal Catalyst for First-Order Optimization,"Hongzhou Lin, Julien Mairal, Zaid Harchaoui",INRIA; New York University,Poster,https://nips.cc/virtual/2015/poster/5755
22,A Universal Primal-Dual Convex Optimization Framework,"Alp Yurtsever, Quoc Tran Dinh, Volkan Cevher",EPFL; University of North Carolina,Poster,https://nips.cc/virtual/2015/poster/5734
23,Accelerated Mirror Descent in Continuous and Discrete Time,"Walid Krichene, Alexandre Bayen, Peter L Bartlett","University of California, Berkeley; Queensland University of Technology",Spotlight,https://nips.cc/virtual/2015/poster/5883
24,Accelerated Proximal Gradient Methods for Nonconvex Programming,"Huan Li, Zhouchen Lin",Peking University; Shanghai Jiao Tong University,Poster,https://nips.cc/virtual/2015/poster/5487
25,Action-Conditional Video Prediction using Deep Networks in Atari Games,"Junhyuk Oh, Xiaoxiao Guo, Honglak Lee, Richard L. Lewis, Satinder Singh",University of Michigan,Spotlight,https://nips.cc/virtual/2015/poster/5869
26,Active Learning from Weak and Strong Labelers,"Chicheng Zhang, Kamalika Chaudhuri","University of California, San Diego",Poster,https://nips.cc/virtual/2015/poster/5517
27,Adaptive Low-Complexity Sequential Inference for Dirichlet Process Mixture Models,"Theodoros Tsiligkaridis, Theodoros Tsiligkaridis, Keith Forsythe",,Poster,https://nips.cc/virtual/2015/poster/5457
28,Adaptive Online Learning,"Dylan J Foster, Alexander Rakhlin, Karthik Sridharan",Cornell University; University of Pennsylvania,Spotlight,https://nips.cc/virtual/2015/poster/5886
29,Adaptive Primal-Dual Splitting Methods for Statistical Learning and Image Processing,"Tom Goldstein, Min Li, Xiaoming Yuan","University of Maryland, College Park; Southeast University; Hong Kong Baptist University",Poster,https://nips.cc/virtual/2015/poster/5641
30,Adaptive Stochastic Optimization: From Sets to Paths,"Zhan Wei Lim, David Hsu, Wee Sun Lee",National University of Singapore,Poster,https://nips.cc/virtual/2015/poster/5596
31,Adversarial Prediction Games for Multivariate Losses,"Hong Wang, Wei Xing, Kaiser Asif, Brian Ziebart",University of Illinois at Chicago,Poster,https://nips.cc/virtual/2015/poster/5699
32,Algorithmic Stability and Uniform Generalization,Ibrahim M Alabdulmohsin,King Abdullah University of Science and Technology,Poster,https://nips.cc/virtual/2015/poster/5456
33,Algorithms with Logarithmic or Sublinear Regret for  Constrained Contextual Bandits,"Huasen Wu, R. Srikant, Xin Liu, Chong Jiang","University of California, Davis; University of Illinois Urbana-Champaign",Poster,https://nips.cc/virtual/2015/poster/5493
34,Alternating Minimization for Regression Problems with Vector-valued Outputs,"Prateek Jain, Ambuj Tewari",,Poster,https://nips.cc/virtual/2015/poster/5557
35,An Active Learning Framework using Sparse-Graph Codes for Sparse Polynomials and Graph Sketching,"Xiao Li, Kannan Ramchandran","University of California, Berkeley",Poster,https://nips.cc/virtual/2015/poster/5647
36,Analysis of Robust PCA via Local Incoherence,"Huishuai Zhang, Yi Zhou, Yingbin Liang",Syracuse University,Poster,https://nips.cc/virtual/2015/poster/5619
37,Anytime Influence Bounds and the Explosive Behavior of Continuous-Time Diffusion Networks,"Kevin Scaman, Rémi Lemonnier, Nicolas Vayatis",École Normale Supérieure de Cachan; 1000mercis,Poster,https://nips.cc/virtual/2015/poster/5636
38,Approximating Sparse PCA from Incomplete Data,"ABHISEK KUNDU, Petros Drineas, Malik Magdon-Ismail",Rensselaer Polytechnic Institute,Poster,https://nips.cc/virtual/2015/poster/5488
39,Are You Talking to a Machine? Dataset and Methods for Multilingual Image Question,"Haoyuan Gao, Junhua Mao, Jie Zhou, Zhiheng Huang, Lei Wang, Wei Xu","Baidu; University of California, Los Angeles",Poster,https://nips.cc/virtual/2015/poster/5661
40,Associative Memory via a Sparse Recovery Model,"Arya Mazumdar, Ankit Singh Rawat",University of Minnesota; Carnegie Mellon University; University of Texas at Austin,Poster,https://nips.cc/virtual/2015/poster/5696
41,Asynchronous Parallel Stochastic Gradient for Nonconvex Optimization,"Xiangru Lian, Yijun Huang, Yuncheng Li, Ji Liu",University of Rochester,Spotlight,https://nips.cc/virtual/2015/poster/5823
42,Asynchronous stochastic convex optimization: the noise is in the noise and SGD don't care,"Sorathan Chaturapruek, John C. Duchi, Christopher Ré","University Affiliation Not Specified; University of California, Berkeley",Poster,https://nips.cc/virtual/2015/poster/5591
43,Attention-Based Models for Speech Recognition,"Jan K Chorowski, Dzmitry Bahdanau, Dmitriy Serdyuk, Kyunghyun Cho, Yoshua Bengio",University of Wroc?aw; Jacobs University; Université de Montréal; CIFAR,Spotlight,https://nips.cc/virtual/2015/poster/5856
44,Attractor Network Dynamics Enable Preplay and Rapid Path Planning in Maze–like Environments,"Dane S Corneil, Wulfram Gerstner",EPFL,Oral,https://nips.cc/virtual/2015/poster/5861
45,Automatic Variational Inference in Stan,"Alp Kucukelbir, Rajesh Ranganath, Andrew Gelman, David Blei",Columbia University; Princeton University,Spotlight,https://nips.cc/virtual/2015/poster/5810
46,b-bit Marginal Regression,"Martin Slawski, Ping Li","University of California, Berkeley; Rutgers University",Spotlight,https://nips.cc/virtual/2015/poster/5831
47,Backpropagation for Energy-Efficient Neuromorphic Computing,"Steve K Esser, Rathinakumar Appuswamy, Paul Merolla, John V. Arthur, Dharmendra S Modha",IBM,Spotlight,https://nips.cc/virtual/2015/poster/5864
48,BACKSHIFT: Learning causal cyclic graphs from unknown shift interventions,"Dominik Rothenhäusler, Christina Heinze, Jonas Peters, Nicolai Meinshausen",ETH Zurich; Max Planck Institute for Intelligent Systems,Poster,https://nips.cc/virtual/2015/poster/5589
49,Bandit Smooth Convex Optimization: Improving the Bias-Variance Tradeoff,"Ofer Dekel, Ronen Eldan, Tomer Koren",Microsoft; Weizmann Institute of Science; Technion - Israel Institute of Technology,Spotlight,https://nips.cc/virtual/2015/poster/5885
50,Bandits with Unobserved Confounders: A Causal Approach,"Elias Bareinboim, Andrew Forney, Judea Pearl","Purdue University; University of California, Los Angeles",Poster,https://nips.cc/virtual/2015/poster/5575
51,Barrier Frank-Wolfe for Marginal Inference,"Rahul G Krishnan, Simon Lacoste-Julien, David Sontag",,Poster,https://nips.cc/virtual/2015/poster/5503
52,Basis refinement strategies for linear value function approximation in MDPs,"Gheorghe Comanici, Doina Precup, Prakash Panangaden",McGill University,Poster,https://nips.cc/virtual/2015/poster/5712
53,Bayesian Active Model Selection with an Application to Automated Audiometry,"Jacob Gardner, Gustavo Malkomes, Roman Garnett, Kilian Q. Weinberger, Dennis Barbour, John P. Cunningham",Cornell University; Washington University in St. Louis; Columbia University,Poster,https://nips.cc/virtual/2015/poster/5668
54,Bayesian dark knowledge,"Anoop Korattikara Balan, Vivek Rathod, Kevin P. Murphy, Max Welling",Google; University of Amsterdam,Poster,https://nips.cc/virtual/2015/poster/5760
55,Bayesian Manifold Learning: The Locally Linear Latent Variable Model (LL-LVM),"Mijung Park, Wittawat Jitkrittum, Ahmad Qamar, Zoltan Szabo, Lars Buesing, Maneesh Sahani",University College London; Thread Genius; Google,Poster,https://nips.cc/virtual/2015/poster/5469
56,Bayesian Optimization with Exponential Convergence,"Kenji Kawaguchi, Leslie Pack Kaelbling, Tomás Lozano-Pérez",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2015/poster/5706
57,Beyond Convexity: Stochastic Quasi-Convex Optimization,"Elad Hazan, Kfir Levy, Shai Shalev-Shwartz",Princeton University; Technion - Israel Institute of Technology; Hebrew University of Jerusalem,Poster,https://nips.cc/virtual/2015/poster/5597
58,Beyond Sub-Gaussian Measurements: High-Dimensional Structured Estimation with Sub-Exponential Designs,"Vidyashankar Sivakumar, Arindam Banerjee, Pradeep K Ravikumar",University of Minnesota; University of Texas at Austin,Poster,https://nips.cc/virtual/2015/poster/5651
59,Bidirectional Recurrent Convolutional Networks for Multi-Frame Super-Resolution,"Yan Huang, Wei Wang, Liang Wang",National Laboratory of Pattern Recognition; Chinese Academy of Sciences,Poster,https://nips.cc/virtual/2015/poster/5473
60,Bidirectional Recurrent Neural Networks as Generative Models,"Mathias Berglund, Tapani Raiko, Mikko Honkala, Leo Kärkkäinen, Akos Vetek, Juha T Karhunen",,Poster,https://nips.cc/virtual/2015/poster/5531
61,BinaryConnect: Training Deep Neural Networks with binary weights during propagations,"Matthieu Courbariaux, Yoshua Bengio, Jean-Pierre David",Ecole Polytechnique de Montréal; Université de Montréal,Poster,https://nips.cc/virtual/2015/poster/5733
62,Biologically Inspired Dynamic Textures for Probing Motion Perception,"Jonathan Vacher, Andrew Isaac Meso, Laurent U Perrinet, Gabriel Peyré",CNRS UNIC and Ceremade; Aix-Marseille University; CNRS,Spotlight,https://nips.cc/virtual/2015/poster/5803
63,Black-box optimization of noisy functions with unknown smoothness,"Jean-Bastien Grill, Michal Valko, Remi Munos, Remi Munos",,Poster,https://nips.cc/virtual/2015/poster/5514
64,Bounding errors of Expectation-Propagation,"Guillaume P Dehaene, Simon Barthelmé",University of Geneva; CNRS,Poster,https://nips.cc/virtual/2015/poster/5474
65,Bounding the Cost of Search-Based Lifted Inference,"David B Smith, Vibhav G Gogate",University of Texas at Dallas,Poster,https://nips.cc/virtual/2015/poster/5540
66,Calibrated Structured Prediction,"Volodymyr Kuleshov, Percy Liang",Stanford University,Poster,https://nips.cc/virtual/2015/poster/5762
67,Character-level Convolutional Networks for Text Classification,"Xiang Zhang, Junbo Zhao, Yann LeCun",,Poster,https://nips.cc/virtual/2015/poster/5512
68,Closed-form Estimators for High-dimensional Generalized Linear Models,"Eunho Yang, Aurelie C. Lozano, Pradeep K Ravikumar",IBM; University of Texas at Austin,Spotlight,https://nips.cc/virtual/2015/poster/5835
69,COEVOLVE: A Joint Point Process Model for Information Diffusion and Network Co-evolution,"Mehrdad Farajtabar, Yichen Wang, Manuel Gomez Rodriguez, Shuang Li, Hongyuan Zha, Le Song",Georgia Institute of Technology; Max Planck Institute for Software Systems,Oral,https://nips.cc/virtual/2015/poster/5805
70,Collaborative Filtering with Graph Information: Consistency and Scalable Methods,"Nikhil Rao, Hsiang-Fu Yu, Pradeep K Ravikumar, Inderjit S Dhillon",Unknown Institution,Spotlight,https://nips.cc/virtual/2015/poster/5898
71,Collaboratively Learning Preferences from Ordinal Data,"Sewoong Oh, Kiran K Thekumparampil, Jiaming Xu",University of Illinois Urbana-Champaign; University of Pennsylvania,Poster,https://nips.cc/virtual/2015/poster/5628
72,Color Constancy by Learning to Predict Chromaticity from Luminance,Ayan Chakrabarti,Toyota Technological Institute at Chicago,Spotlight,https://nips.cc/virtual/2015/poster/5867
73,Column Selection via Adaptive Sampling,"Saurabh Paul, Malik Magdon-Ismail, Petros Drineas",Paypal Inc.; Rensselaer Polytechnic Institute,Poster,https://nips.cc/virtual/2015/poster/5490
74,Combinatorial Bandits Revisited,"Richard Combes, Mohammad Sadegh Talebi Mazraeh Shahi, Alexandre Proutiere, marc lelarge",Centrale-Supelec; KTH Royal Institute of Technology; INRIA,Poster,https://nips.cc/virtual/2015/poster/5642
75,Combinatorial Cascading Bandits,"Branislav Kveton, Zheng Wen, Azin Ashkan, Csaba Szepesvari",Adobe; Yahoo; Technicolor; University of Alberta,Poster,https://nips.cc/virtual/2015/poster/5584
76,Communication Complexity of Distributed Convex Learning and Optimization,"Yossi Arjevani, Ohad Shamir",Weizmann Institute of Science,Poster,https://nips.cc/virtual/2015/poster/5612
77,Community Detection via Measure Space Embedding,"Mark Kozdoba, Shie Mannor",Technion,Poster,https://nips.cc/virtual/2015/poster/5711
78,Competitive Distribution Estimation: Why is Good-Turing Good,"Alon Orlitsky, Ananda Theertha Suresh","University of California, San Diego",Oral,https://nips.cc/virtual/2015/poster/5836
79,Compressive spectral embedding: sidestepping the SVD,"Dinesh Ramasamy, Upamanyu Madhow","University of California, Santa Barbara",Poster,https://nips.cc/virtual/2015/poster/5504
80,Consistent Multilabel Classification,"Oluwasanmi O Koyejo, Nagarajan Natarajan, Pradeep K Ravikumar, Inderjit S Dhillon",Stanford University; University of Texas at Austin,Poster,https://nips.cc/virtual/2015/poster/5749
81,Convergence Analysis of Prediction Markets via Randomized Subspace Descent,"Rafael Frongillo, Mark D. Reid",University of Colorado; Australian National University,Poster,https://nips.cc/virtual/2015/poster/5725
82,Convergence Rates of Active Learning for Maximum Likelihood Estimation,"Kamalika Chaudhuri, Sham M. Kakade, Praneeth Netrapalli, Sujay Sanghavi","University of California, San Diego; University of Washington; Microsoft; University of Texas at Austin",Poster,https://nips.cc/virtual/2015/poster/5555
83,Convergence rates of sub-sampled Newton methods,"Murat A Erdogdu, Andrea Montanari",Stanford University,Poster,https://nips.cc/virtual/2015/poster/5727
84,Convolutional LSTM Network: A Machine Learning Approach for Precipitation Nowcasting,"Xingjian SHI, Zhourong Chen, Hao Wang, Dit-Yan Yeung, Wai-kin Wong, Wang-chun WOO",Hong Kong University of Science and Technology; Hong Kong Observatory,Poster,https://nips.cc/virtual/2015/poster/5527
85,Convolutional Networks on Graphs for Learning Molecular Fingerprints,"David K. Duvenaud, Dougal Maclaurin, Jorge Iparraguirre, Rafael Bombarell, Timothy Hirzel, Alan Aspuru-Guzik, Ryan P. Adams",Harvard University,Poster,https://nips.cc/virtual/2015/poster/5653
86,Convolutional Neural Networks with Intra-Layer Recurrent Connections for Scene Labeling,"Ming Liang, Xiaolin Hu, Bo Zhang",Tsinghua University; University of Cambridge,Poster,https://nips.cc/virtual/2015/poster/5539
87,Convolutional spike-triggered covariance analysis for neural subunit models,"Anqi Wu, Ill Memming Park, Jonathan W Pillow",Princeton University; Stony Brook University,Poster,https://nips.cc/virtual/2015/poster/5526
88,Copeland Dueling Bandits,"Masrour Zoghi, Zohar S Karnin, Shimon Whiteson, Maarten de Rijke",University of Amsterdam; Yahoo; University of Oxford,Poster,https://nips.cc/virtual/2015/poster/5480
89,Copula variational inference,"Dustin Tran, David Blei, Edoardo M. Airoldi",,Poster,https://nips.cc/virtual/2015/poster/5771
90,Cornering Stationary and Restless Mixing Bandits with Remix-UCB,"Julien Audiffren, Liva Ralaivola",Paris Saclay University; Aix Marseille University,Poster,https://nips.cc/virtual/2015/poster/5751
91,Covariance-Controlled Adaptive Langevin Thermostat for Large-Scale Bayesian Sampling,"Xiaocheng Shang, Zhanxing Zhu, Benedict Leimkuhler, Amos J. Storkey",University of Edinburgh,Poster,https://nips.cc/virtual/2015/poster/5458
92,Cross-Domain Matching for Bag-of-Words Data via Kernel Embeddings of Latent Distributions,"Yuya Yoshikawa, Tomoharu Iwata, Hiroshi Sawada, Takeshi Yamada",Nara Institute of Science and Technology; Nara; Chiba Institute of Technology; NTT Communication Science Laboratories; NTT Service Evolution Laboratories,Poster,https://nips.cc/virtual/2015/poster/5580
93,Data Generation as Sequential Decision Making,"Philip Bachman, Doina Precup",McGill University,Spotlight,https://nips.cc/virtual/2015/poster/5811
94,Decomposition Bounds for Marginal MAP,"Wei Ping, Qiang Liu, Alex Ihler","University of California, Irvine; Dartmouth College",Poster,https://nips.cc/virtual/2015/poster/5743
95,Decoupled Deep Neural Network for Semi-supervised Semantic Segmentation,"Seunghoon Hong, Hyeonwoo Noh, Bohyung Han",POSTECH,Spotlight,https://nips.cc/virtual/2015/poster/5868
96,Deep Convolutional Inverse Graphics Network,"Tejas D Kulkarni, William F. Whitney, Pushmeet Kohli, Josh Tenenbaum",Massachusetts Institute of Technology; Microsoft,Spotlight,https://nips.cc/virtual/2015/poster/5857
97,Deep Generative Image Models using a ￼Laplacian Pyramid of Adversarial Networks,"Emily L Denton, Soumith Chintala, arthur szlam, Rob Fergus",New York University; Meta,Poster,https://nips.cc/virtual/2015/poster/5588
98,Deep Knowledge Tracing,"Chris Piech, Jonathan Bassen, Jonathan Huang, Surya Ganguli, Mehran Sahami, Leonidas Guibas, Jascha Sohl-Dickstein",,Poster,https://nips.cc/virtual/2015/poster/5500
99,Deep learning with Elastic Averaging SGD,"Sixin Zhang, Anna E Choromanska, Yann LeCun",New York University; Meta,Spotlight,https://nips.cc/virtual/2015/poster/5813
